GameID,Week,Day,Date,WinnerID,LoserID,WinnerScore,LoserScore,StadiumID,Time,Duration,Attendance,Temperature,Humidity,Wind,FavoredTeam,Spread,OverUnder,OUResult,URL
,9,,2016-11-06,21,28,41,23,Levi's Stadium,04:05,03:13:00,70178,70,,,Saints,5,53,O,http://www.pro-football-reference.com/boxscores/201611060sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,9,,2016-11-06,14,12,31,26,Lambeau Field,04:25,03:09:00,78437,68,,7,Packers,7.5,52,O,http://www.pro-football-reference.com/boxscores/201611060gnb.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,9,,2016-11-06,27,31,43,35,Qualcomm Stadium,04:25,03:20:00,52281,76,,6,Chargers,3.5,47.5,O,http://www.pro-football-reference.com/boxscores/201611060sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,9,,2016-11-06,24,10,30,20,Oakland Coliseum,08:30,03:18:00,54957,65,,6,Raiders,1,44.5,O,http://www.pro-football-reference.com/boxscores/201611060rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,9,,2016-11-07,29,4,31,25,CenturyLink Field,08:30,03:15:00,69840,61,,4,Seahawks,5.5,43.5,O,http://www.pro-football-reference.com/boxscores/201611070sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,10,,2016-11-10,3,8,28,7,M&T Bank Stadium,08:25,02:58:00,70921,54,,3,Ravens,7.5,44,U,http://www.pro-football-reference.com/boxscores/201611100rav.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,10,,2016-11-13,30,6,36,10,Raymond James Stadium,01:00,03:23:00,62898,81,,4,Bears,2.5,45,O,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,10,,2016-11-13,31,12,47,25,Nissan Stadium,01:00,03:36:00,69116,56,,3,Packers,3,48.5,O,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,10,,2016-11-13,16,5,20,17,Bank of America Stadium,01:00,03:02:00,74181,45,,6,Panthers,3,44,U,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,10,,2016-11-13,13,15,24,21,EverBank Field,01:00,03:00:00,62910,69,,10,Jaguars,3,42,O,http://www.pro-football-reference.com/boxscores/201611130jax.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,10,,2016-11-13,32,19,26,20,FedExField,01:00,02:52:00,78216,58,,7,Redskins,2.5,42,O,http://www.pro-football-reference.com/boxscores/201611130was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,10,,2016-11-13,10,21,25,23,Mercedes-Benz Superdome,01:00,03:05:00,73138,,,,Saints,3,50,U,http://www.pro-football-reference.com/boxscores/201611130nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,10,,2016-11-13,17,23,9,6,MetLife Stadium,01:00,02:54:00,78160,62,,7,Rams,1,39,U,http://www.pro-football-reference.com/boxscores/201611130nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,10,,2016-11-13,25,2,24,15,Lincoln Financial Field,01:00,03:05:00,69596,58,,10,Eagles,2,48.5,U,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,10,,2016-11-13,18,27,31,24,Qualcomm Stadium,04:05,03:20:00,55107,85,,11,Chargers,4,48.5,O,http://www.pro-football-reference.com/boxscores/201611130sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,10,,2016-11-13,9,26,35,30,Heinz Field,04:25,03:18:00,67737,56,,7,Steelers,3,50.5,O,http://www.pro-football-reference.com/boxscores/201611130pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,10,,2016-11-13,1,28,23,20,University of Phoenix Stadium,04:25,03:09:00,65127,,,,Cardinals,13.5,46.5,U,http://www.pro-football-reference.com/boxscores/201611130crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,10,,2016-11-13,29,20,31,24,Gillette Stadium,08:30,03:12:00,66829,43,,3,Patriots,7.5,49.5,O,http://www.pro-football-reference.com/boxscores/201611130nwe.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,10,,2016-11-14,22,7,21,20,MetLife Stadium,08:30,03:12:00,76218,56,,2,Bengals,1,49.5,U,http://www.pro-football-reference.com/boxscores/201611140nyg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,11,,2016-11-17,5,21,23,20,Bank of America Stadium,08:25,03:14:00,73288,63,,6,Panthers,3.5,52.5,U,http://www.pro-football-reference.com/boxscores/201611170car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,11,,2016-11-20,4,7,16,12,Paul Brown Stadium,01:00,03:05:00,61356,36,,8,Bengals,2.5,48,U,http://www.pro-football-reference.com/boxscores/201611200cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,11,,2016-11-20,9,3,27,17,AT&T Stadium,01:00,03:03:00,93560,,,,Cowboys,7,44.5,U,http://www.pro-football-reference.com/boxscores/201611200dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,11,,2016-11-20,19,1,30,24,U.S. Bank Stadium,01:00,03:11:00,66808,,,,Vikings,2,39.5,O,http://www.pro-football-reference.com/boxscores/201611200min.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,11,,2016-11-20,30,16,19,17,Arrowhead Stadium,01:00,02:59:00,72277,46,,9,Chiefs,7,45,U,http://www.pro-football-reference.com/boxscores/201611200kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,11,,2016-11-20,22,6,22,16,MetLife Stadium,01:00,03:07:00,78898,41,,10,Giants,7,41.5,U,http://www.pro-football-reference.com/boxscores/201611200nyg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,11,,2016-11-20,14,31,24,17,Lucas Oil Stadium,01:00,03:08:00,65480,,,,Colts,3,53.5,U,http://www.pro-football-reference.com/boxscores/201611200clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,11,,2016-11-20,11,15,26,19,Ford Field,01:00,03:11:00,61486,,,,Lions,5.5,47,U,http://www.pro-football-reference.com/boxscores/201611200det.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,11,,2016-11-20,26,8,24,9,FirstEnergy Stadium,01:00,03:04:00,67431,36,,27,Steelers,8,45.5,U,http://www.pro-football-reference.com/boxscores/201611200cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,11,,2016-11-20,18,17,14,10,Los Angeles Memorial Coliseum,04:05,03:17:00,83483,63,,3,Rams,1,39,U,http://www.pro-football-reference.com/boxscores/201611200ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,11,,2016-11-20,20,28,30,17,Levi's Stadium,04:25,03:06:00,70178,64,,6,Patriots,10.5,51.5,U,http://www.pro-football-reference.com/boxscores/201611200sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,11,,2016-11-20,29,25,26,15,CenturyLink Field,04:25,03:16:00,69190,54,,5,Seahawks,6.5,42.5,U,http://www.pro-football-reference.com/boxscores/201611200sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,11,,2016-11-20,32,12,42,24,FedExField,08:30,03:16:00,77137,38,,23,Redskins,3,48,O,http://www.pro-football-reference.com/boxscores/201611200was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,11,,2016-11-21,24,13,27,20,Azteca Stadium,08:30,03:22:00,76473,63,,6,Raiders,6.5,45.5,O,http://www.pro-football-reference.com/boxscores/201611210rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,12,,2016-11-24,11,19,16,13,Ford Field,12:30,02:57:00,63793,,,,Lions,1.5,42,U,http://www.pro-football-reference.com/boxscores/201611240det.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,12,,2016-11-24,9,32,31,26,AT&T Stadium,04:30,03:09:00,93990,,,,Cowboys,5.5,53,O,http://www.pro-football-reference.com/boxscores/201611240dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,12,,2016-11-24,26,14,28,7,Lucas Oil Stadium,08:30,02:53:00,66583,,,,Steelers,8,50,U,http://www.pro-football-reference.com/boxscores/201611240clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,12,,2016-11-27,31,6,27,21,Soldier Field,01:00,03:08:00,59494,40,,11,Titans,6.5,41.5,O,http://www.pro-football-reference.com/boxscores/201611270chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,12,,2016-11-27,3,7,19,14,M&T Bank Stadium,01:00,03:05:00,70903,50,,12,Ravens,3.5,41.5,U,http://www.pro-football-reference.com/boxscores/201611270rav.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,12,,2016-11-27,2,1,38,19,Georgia Dome,01:00,03:01:00,69233,,,,Falcons,4,49,O,http://www.pro-football-reference.com/boxscores/201611270atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,12,,2016-11-27,18,28,31,24,Hard Rock Stadium,01:00,03:19:00,65856,79,,13,Dolphins,7.5,44.5,O,http://www.pro-football-reference.com/boxscores/201611270mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,12,,2016-11-27,4,15,28,21,New Era Field,01:00,03:07:00,67849,42,,13,Bills,8.5,43.5,O,http://www.pro-football-reference.com/boxscores/201611270buf.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,12,,2016-11-27,21,17,49,21,Mercedes-Benz Superdome,01:00,03:08:00,73670,,,,Saints,8,45,O,http://www.pro-football-reference.com/boxscores/201611270nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,12,,2016-11-27,27,13,21,13,NRG Stadium,01:00,03:04:00,71897,,,,Chargers,2.5,45.5,U,http://www.pro-football-reference.com/boxscores/201611270htx.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,12,,2016-11-27,22,8,27,13,FirstEnergy Stadium,01:00,03:10:00,60340,48,,10,Giants,6.5,46.5,U,http://www.pro-football-reference.com/boxscores/201611270cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,12,,2016-11-27,30,29,14,5,Raymond James Stadium,04:05,02:59:00,63674,81,,6,Seahawks,5,46,U,http://www.pro-football-reference.com/boxscores/201611270tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,12,,2016-11-27,24,5,35,32,Oakland Coliseum,04:25,03:19:00,54909,59,,12,Raiders,3.5,48.5,O,http://www.pro-football-reference.com/boxscores/201611270rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,12,,2016-11-27,20,23,22,17,MetLife Stadium,04:25,03:04:00,78160,47,,10,Patriots,8.5,48,U,http://www.pro-football-reference.com/boxscores/201611270nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,12,,2016-11-27,16,10,30,27,Sports Authority Field at Mile High,08:30,03:57:00,76819,44,,21,Broncos,3.5,40,O,http://www.pro-football-reference.com/boxscores/201611270den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,12,,2016-11-28,12,25,27,13,Lincoln Financial Field,08:30,02:58:00,69596,47,,7,Eagles,4,47,U,http://www.pro-football-reference.com/boxscores/201611280phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,13,,2016-12-01,9,19,17,15,U.S. Bank Stadium,08:25,03:08:00,66860,,,,Cowboys,3,43.5,U,http://www.pro-football-reference.com/boxscores/201612010min.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,13,,2016-12-04,16,2,29,28,Georgia Dome,01:00,02:59:00,69879,,,,Falcons,5,50,O,http://www.pro-football-reference.com/boxscores/201612040atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,13,,2016-12-04,11,21,28,13,Mercedes-Benz Superdome,01:00,03:09:00,73137,,,,Saints,6.5,53,U,http://www.pro-football-reference.com/boxscores/201612040nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,13,,2016-12-04,10,15,20,10,EverBank Field,01:00,03:07:00,63750,70,,10,Broncos,3.5,38.5,U,http://www.pro-football-reference.com/boxscores/201612040jax.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,13,,2016-12-04,20,17,26,10,Gillette Stadium,01:00,02:58:00,66829,39,,8,Patriots,13,44.5,U,http://www.pro-football-reference.com/boxscores/201612040nwe.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,13,,2016-12-04,6,28,26,6,Soldier Field,01:00,02:57:00,59782,33,,5,,0,44,U,http://www.pro-football-reference.com/boxscores/201612040chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,13,,2016-12-04,7,25,32,14,Paul Brown Stadium,01:00,03:03:00,55456,42,,10,Bengals,2,42,O,http://www.pro-football-reference.com/boxscores/201612040cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,13,,2016-12-04,12,13,21,13,Lambeau Field,01:00,03:08:00,77867,32,,8,Packers,6.5,44.5,U,http://www.pro-football-reference.com/boxscores/201612040gnb.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,13,,2016-12-04,3,18,38,6,M&T Bank Stadium,01:00,02:54:00,70916,47,,3,Ravens,3.5,41.5,O,http://www.pro-football-reference.com/boxscores/201612040rav.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,13,,2016-12-04,24,4,38,24,Oakland Coliseum,04:05,03:23:00,54759,59,,4,Raiders,3,48.5,O,http://www.pro-football-reference.com/boxscores/201612040rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,13,,2016-12-04,1,32,31,23,University of Phoenix Stadium,04:25,03:12:00,64939,,,,Cardinals,2.5,48.5,O,http://www.pro-football-reference.com/boxscores/201612040crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,13,,2016-12-04,26,22,24,14,Heinz Field,04:25,03:06:00,65825,43,,71,Steelers,6.5,49.5,U,http://www.pro-football-reference.com/boxscores/201612040pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,13,,2016-12-04,30,27,28,21,Qualcomm Stadium,04:25,03:04:00,53832,72,,7,Chargers,3.5,49,P,http://www.pro-football-reference.com/boxscores/201612040sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,13,,2016-12-04,29,5,40,7,CenturyLink Field,08:30,03:10:00,69104,37,,4,Seahawks,8,43.5,O,http://www.pro-football-reference.com/boxscores/201612040sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,13,,2016-12-05,14,23,41,10,MetLife Stadium,08:30,02:53:00,78160,45,,6,Jets,1,48.5,O,http://www.pro-football-reference.com/boxscores/201612050nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-08,16,24,21,13,Arrowhead Stadium,08:25,03:14:00,75191,21,,7,Chiefs,3.5,46,U,http://www.pro-football-reference.com/boxscores/201612080kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-11,7,8,23,10,FirstEnergy Stadium,01:00,02:54:00,60280,28,,15,Bengals,4.5,42,U,http://www.pro-football-reference.com/boxscores/201612110cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-11,32,25,27,22,Lincoln Financial Field,01:00,03:10:00,69596,35,,3,Redskins,2,48.5,O,http://www.pro-football-reference.com/boxscores/201612110phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-11,31,10,13,10,Nissan Stadium,01:00,03:02:00,68780,50,,5,Titans,2,44,U,http://www.pro-football-reference.com/boxscores/201612110oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-11,13,14,22,17,Lucas Oil Stadium,01:00,03:12:00,65250,,,,Colts,6.5,47.5,U,http://www.pro-football-reference.com/boxscores/201612110clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-11,11,6,20,17,Ford Field,01:00,02:56:00,61726,,,,Lions,7.5,42,U,http://www.pro-football-reference.com/boxscores/201612110det.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-11,19,15,25,16,EverBank Field,01:00,03:14:00,62701,71,,5,Vikings,3,38,O,http://www.pro-football-reference.com/boxscores/201612110jax.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-11,5,27,28,16,Bank of America Stadium,01:00,03:25:00,73856,37,,6,Panthers,1,48.5,U,http://www.pro-football-reference.com/boxscores/201612110car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-11,26,4,27,20,New Era Field,01:00,03:11:00,69657,27,,9,Steelers,1,45.5,O,http://www.pro-football-reference.com/boxscores/201612110buf.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-11,18,1,26,23,Hard Rock Stadium,01:00,03:30:00,65750,77,,18,Cardinals,2,44,O,http://www.pro-football-reference.com/boxscores/201612110mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-11,23,28,23,17,Levi's Stadium,04:05,03:21:00,70178,54,,8,49ers,3,42.5,U,http://www.pro-football-reference.com/boxscores/201612110sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-11,30,21,16,11,Raymond James Stadium,04:25,03:01:00,62140,79,,9,Buccaneers,2,52,U,http://www.pro-football-reference.com/boxscores/201612110tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-11,12,29,38,10,Lambeau Field,04:25,03:11:00,78570,26,,5,Seahawks,3,47,O,http://www.pro-football-reference.com/boxscores/201612110gnb.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-11,2,17,42,14,Los Angeles Memorial Coliseum,04:25,03:12:00,82495,65,,1,Falcons,4.5,44,O,http://www.pro-football-reference.com/boxscores/201612110ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-11,22,9,10,7,MetLife Stadium,08:30,03:03:00,80874,32,,,Cowboys,3.5,47,U,http://www.pro-football-reference.com/boxscores/201612110nyg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-12,20,3,30,23,Gillette Stadium,08:30,03:20:00,66829,31,,3,Patriots,6,45,O,http://www.pro-football-reference.com/boxscores/201612120nwe.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,15,,2016-12-15,29,17,24,3,CenturyLink Field,08:25,03:12:00,69670,36,,5,Seahawks,15,39.5,U,http://www.pro-football-reference.com/boxscores/201612150sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
