TeamID,GameID,1stDowns,RushAtt,RushYDs,RushTDs,PassComp,PassAtt,PassYDs,PassTDs,Ints,Sacked,SackedYDs,NetPassYDs,TotalYDs,Fumbles,FumblesLost,Turnovers,Penalties,PenaltyYDs,3rdM,3rdAtt,4thM,4thAtt,TOP,Q1,Q2,Q3,Q4,OT,URL
32,2960,24,17,82,1,28,46,364,1,1,2,14,350,432,0,0,1,8,51,5,12,0,1,27:09:00,0,10,13,0,,http://www.pro-football-reference.com/boxscores/201609180was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
21,2961,16,13,41,0,29,44,263,1,0,2,16,247,288,0,0,0,7,76,3,13,0,0,25:53:00,0,3,0,10,,http://www.pro-football-reference.com/boxscores/201609180nyg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
22,2961,22,32,64,0,32,41,368,0,0,2,15,353,417,3,3,3,3,25,7,15,0,1,34:07:00,0,7,3,6,,http://www.pro-football-reference.com/boxscores/201609180nyg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
28,2962,16,26,65,1,17,36,243,2,2,2,6,237,302,1,1,3,6,50,4,14,0,1,24:06:00,3,7,0,17,,http://www.pro-football-reference.com/boxscores/201609180car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
5,2962,26,37,176,0,24,40,353,4,1,1,0,353,529,3,3,4,8,50,7,15,0,0,35:54:00,7,10,14,15,,http://www.pro-football-reference.com/boxscores/201609180car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
30,2963,21,21,85,0,27,52,243,1,4,3,22,221,306,1,1,5,5,39,5,13,0,1,30:57:00,0,0,7,0,,http://www.pro-football-reference.com/boxscores/201609180crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
1,2963,20,30,105,1,18,34,315,3,0,1,4,311,416,0,0,0,3,30,6,14,0,0,29:03:00,0,24,9,7,,http://www.pro-football-reference.com/boxscores/201609180crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
29,2964,17,24,67,0,22,35,254,0,0,2,15,239,306,3,1,1,10,114,4,13,0,0,30:03:00,0,3,0,0,,http://www.pro-football-reference.com/boxscores/201609180ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
17,2964,17,25,64,0,18,30,239,0,0,3,20,219,283,0,0,0,9,78,3,12,0,0,29:57:00,3,3,0,3,,http://www.pro-football-reference.com/boxscores/201609180ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
14,2965,19,21,83,1,21,40,197,1,1,5,27,170,253,1,1,2,8,94,6,14,1,1,29:19:00,3,3,7,7,,http://www.pro-football-reference.com/boxscores/201609180den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
10,2965,24,31,134,1,22,33,266,0,1,1,0,266,400,0,0,1,8,54,5,11,0,0,30:41:00,3,10,3,18,,http://www.pro-football-reference.com/boxscores/201609180den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
2,2966,27,29,139,1,26,34,396,3,1,1,7,389,528,0,0,1,7,73,5,10,0,0,27:15:00,0,13,8,14,,http://www.pro-football-reference.com/boxscores/201609180rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
24,2966,29,25,155,1,34,45,299,3,0,1,0,299,454,1,0,0,9,58,5,12,1,2,32:45:00,0,7,7,14,,http://www.pro-football-reference.com/boxscores/201609180rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
15,2967,20,11,69,0,31,50,329,2,2,2,10,319,388,1,1,3,14,93,2,11,1,2,25:08:00,0,0,0,14,,http://www.pro-football-reference.com/boxscores/201609180sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
27,2967,25,35,150,1,17,25,220,4,0,3,13,207,357,1,1,1,3,23,7,13,0,0,34:52:00,7,14,14,3,,http://www.pro-football-reference.com/boxscores/201609180sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
12,2968,20,23,83,1,20,36,213,1,1,5,33,180,263,4,2,3,6,72,6,13,0,1,29:42:00,7,0,0,7,,http://www.pro-football-reference.com/boxscores/201609180min.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
19,2968,15,22,30,0,22,31,286,2,0,4,32,254,284,2,1,1,13,137,4,14,1,2,30:18:00,0,10,7,0,,http://www.pro-football-reference.com/boxscores/201609180min.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
25,2969,21,32,100,2,21,34,190,1,0,2,10,180,280,0,0,0,5,34,3,15,3,3,36:05:00,3,6,13,7,,http://www.pro-football-reference.com/boxscores/201609190chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
6,2969,16,18,64,1,21,29,235,0,1,3,15,220,284,2,2,3,7,60,4,10,0,1,23:55,0,7,0,7,,http://www.pro-football-reference.com/boxscores/201609190chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
13,2970,19,27,109,0,24,41,196,0,1,2,21,175,284,2,2,3,6,43,6,15,0,3,31:22:00,0,0,0,0,,http://www.pro-football-reference.com/boxscores/201609220nwe.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
20,2970,15,39,185,3,11,19,103,0,0,1,6,97,282,1,0,0,3,15,4,14,0,0,28:38:00,10,0,10,7,,http://www.pro-football-reference.com/boxscores/201609220nwe.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
11,2971,22,23,50,0,28,41,385,3,1,3,17,368,418,0,0,1,4,86,8,14,1,1,35:07:00,3,7,7,10,,http://www.pro-football-reference.com/boxscores/201609250gnb.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
12,2971,17,24,123,0,15,24,205,4,0,2,4,201,324,0,0,0,4,45,5,10,0,0,24:53:00,14,17,3,0,,http://www.pro-football-reference.com/boxscores/201609250gnb.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
8,2972,21,32,169,1,24,38,279,0,0,4,18,261,430,3,1,1,13,91,4,15,0,0,37:22:00,0,13,0,11,0,http://www.pro-football-reference.com/boxscores/201609250mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
18,2972,23,25,115,1,25,39,319,3,2,1,8,311,426,1,1,3,8,67,2,10,0,0,29:12:00,7,3,7,7,6,http://www.pro-football-reference.com/boxscores/201609250mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
10,2973,21,23,52,0,23,35,312,4,0,2,9,303,355,1,1,1,5,41,6,12,0,0,27:54:00,3,13,0,13,,http://www.pro-football-reference.com/boxscores/201609250cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
7,2973,20,29,143,2,21,31,206,0,1,4,17,189,332,1,1,2,9,69,5,12,0,1,32:06:00,7,7,0,3,,http://www.pro-football-reference.com/boxscores/201609250cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
1,2974,25,22,88,2,26,50,287,0,4,5,27,260,348,3,1,5,8,50,5,15,0,1,34:00:00,0,7,6,5,,http://www.pro-football-reference.com/boxscores/201609250buf.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
4,2974,16,32,208,3,14,25,119,0,1,4,30,89,297,3,0,1,9,75,4,13,0,0,26:00:00,10,7,13,3,,http://www.pro-football-reference.com/boxscores/201609250buf.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
3,2975,18,22,84,1,29,40,214,0,2,2,15,199,283,2,1,3,8,58,3,13,1,1,31:06:00,7,6,3,3,,http://www.pro-football-reference.com/boxscores/201609250jax.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
15,2975,14,21,48,0,24,38,194,2,3,4,26,168,216,0,0,3,7,75,6,16,0,0,28:54:00,0,7,7,3,,http://www.pro-football-reference.com/boxscores/201609250jax.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
19,2976,13,24,58,0,18,28,171,1,0,2,18,153,211,1,0,0,6,42,3,12,0,0,25:08:00,2,6,8,6,,http://www.pro-football-reference.com/boxscores/201609250car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
5,2976,18,28,105,1,22,36,265,0,3,8,64,201,306,0,0,3,10,65,6,16,0,2,34:52:00,10,0,0,0,,http://www.pro-football-reference.com/boxscores/201609250car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
24,2977,17,25,123,1,21,35,249,1,1,1,4,245,368,0,0,1,8,58,5,13,0,0,29:03:00,7,10,0,0,,http://www.pro-football-reference.com/boxscores/201609250oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
31,2977,19,29,181,1,17,33,214,0,2,1,2,212,393,2,1,3,8,70,2,12,0,1,30:57:00,3,0,7,0,,http://www.pro-football-reference.com/boxscores/201609250oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
32,2978,20,30,90,0,22,36,327,2,0,2,14,313,403,3,1,1,8,70,7,16,1,1,33:26:00,6,10,7,6,,http://www.pro-football-reference.com/boxscores/201609250nyg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
22,2978,28,21,120,2,25,38,350,1,2,2,13,337,457,3,1,3,11,128,4,9,0,0,26:34:00,14,7,3,3,,http://www.pro-football-reference.com/boxscores/201609250nyg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
28,2979,12,31,135,2,14,25,119,0,1,0,0,119,254,1,0,1,4,35,4,15,1,1,24:03:00,0,3,0,15,,http://www.pro-football-reference.com/boxscores/201609250sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
29,2979,18,31,127,2,22,32,308,2,1,2,17,291,418,1,1,2,6,50,9,14,0,0,35:57:00,14,10,6,7,,http://www.pro-football-reference.com/boxscores/201609250sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
17,2980,18,33,137,2,14,26,190,2,1,1,7,183,320,1,1,2,8,69,6,13,0,0,26:24:00,10,7,7,13,,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
30,2980,30,22,83,1,36,58,405,3,1,2,16,389,472,2,1,2,9,80,8,16,2,2,33:36:00,6,14,0,12,,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
26,2981,15,10,29,0,24,44,257,0,1,4,35,222,251,2,1,2,7,77,4,11,0,2,25:04:00,0,3,0,0,,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
25,2981,25,30,125,2,23,31,301,2,0,0,0,301,426,1,0,0,10,99,4,10,0,0,34:56:00,3,10,21,0,,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
27,2982,17,17,37,1,26,39,326,0,0,2,11,315,352,4,3,3,10,80,4,11,0,0,27:17:00,0,13,6,3,,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
14,2982,24,26,93,2,24,37,331,1,1,2,14,317,410,2,1,2,11,66,2,9,1,1,32:43:00,10,3,7,6,,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
23,2983,17,22,117,0,20,44,188,0,6,0,0,188,305,3,2,8,3,15,7,14,1,2,27:55:00,0,3,0,0,,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
16,2983,18,27,72,0,25,33,237,1,0,2,16,221,293,1,1,1,5,59,7,15,0,1,32:05:00,7,10,0,7,,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
6,2984,21,14,78,0,30,49,317,2,0,1,5,312,390,4,2,2,6,45,2,10,1,1,24:41:00,0,3,7,7,,http://www.pro-football-reference.com/boxscores/201609250dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
9,2984,25,41,199,3,19,24,248,1,0,0,0,248,447,1,1,1,4,45,5,11,1,1,35:19:00,10,14,0,7,,http://www.pro-football-reference.com/boxscores/201609250dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
2,2985,26,31,217,3,20,30,240,2,0,2,15,225,442,0,0,0,4,35,5,11,2,2,27:26:00,7,21,10,7,,http://www.pro-football-reference.com/boxscores/201609260nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
21,2985,32,23,115,1,36,54,376,3,1,2,17,359,474,1,1,2,5,75,7,13,1,2,32:34:00,7,10,8,7,,http://www.pro-football-reference.com/boxscores/201609260nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
18,2986,8,13,62,0,15,25,189,1,1,5,29,160,222,1,1,2,7,68,2,11,0,1,21:58,7,0,0,0,,http://www.pro-football-reference.com/boxscores/201609290cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
7,2986,19,37,77,0,22,31,296,1,0,1,11,285,362,2,0,0,6,40,3,15,1,1,38:02:00,10,6,3,3,,http://www.pro-football-reference.com/boxscores/201609290cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
14,2987,23,25,94,1,27,42,234,2,1,6,44,190,284,1,0,1,7,78,9,17,0,2,32:39:00,3,3,0,21,,http://www.pro-football-reference.com/boxscores/201610020jax.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
15,2987,23,29,136,1,19,33,207,2,0,3,12,195,331,1,0,0,11,145,3,11,1,1,27:21:00,7,10,6,7,,http://www.pro-football-reference.com/boxscores/201610020jax.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
11,2988,16,18,66,0,23,36,213,0,2,2,16,197,263,0,0,2,10,76,4,12,0,0,26:46:00,0,3,3,8,,http://www.pro-football-reference.com/boxscores/201610020chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
6,2988,23,29,114,0,28,36,302,2,0,2,8,294,408,0,0,0,8,55,5,13,0,1,33:14:00,7,0,7,3,,http://www.pro-football-reference.com/boxscores/201610020chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
24,2989,13,19,62,0,25,35,199,4,0,0,0,199,261,1,1,1,12,93,3,12,0,0,25:16:00,7,7,0,14,,http://www.pro-football-reference.com/boxscores/201610020rav.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
3,2989,25,26,130,2,32,52,298,1,0,2,16,282,412,3,1,1,10,105,5,17,1,2,34:44:00,0,6,6,15,,http://www.pro-football-reference.com/boxscores/201610020rav.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
4,2990,24,32,134,0,27,39,246,1,0,2,2,244,378,0,0,0,6,60,7,15,0,0,36:11:00,7,6,3,0,,http://www.pro-football-reference.com/boxscores/201610020nwe.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
20,2990,13,22,90,0,17,27,205,0,0,3,18,187,277,5,1,1,9,74,1,12,2,3,23:49,0,0,0,0,,http://www.pro-football-reference.com/boxscores/201610020nwe.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
31,2991,16,32,124,2,13,29,202,0,1,1,6,196,320,1,0,1,11,93,7,15,0,1,31:42:00,3,14,3,0,,http://www.pro-football-reference.com/boxscores/201610020htx.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
13,2991,21,24,115,0,25,37,254,2,2,1,10,244,359,0,0,2,6,59,5,12,0,1,28:18:00,14,6,7,0,,http://www.pro-football-reference.com/boxscores/201610020htx.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
29,2992,21,26,66,0,23,32,309,3,0,2,21,288,354,0,0,0,7,71,3,10,0,0,30:45:00,0,14,3,10,,http://www.pro-football-reference.com/boxscores/201610020nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
23,2992,20,20,58,0,23,41,261,1,3,4,14,247,305,1,0,3,7,60,7,15,1,1,29:15:00,3,7,0,7,,http://www.pro-football-reference.com/boxscores/201610020nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
5,2993,20,15,49,0,31,48,337,3,2,1,8,329,378,0,0,2,6,55,7,16,1,1,26:11:00,0,10,0,23,,http://www.pro-football-reference.com/boxscores/201610020atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
2,2993,25,25,90,1,28,37,503,4,1,3,22,481,571,0,0,1,8,77,8,13,0,0,33:49:00,14,3,14,17,,http://www.pro-football-reference.com/boxscores/201610020atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
