TeamID,GameID,1stDowns,RushAtt,RushYDs,RushTDs,PassComp,PassAtt,PassYDs,PassTDs,Ints,Sacked,SackedYDs,NetPassYDs,TotalYDs,Fumbles,FumblesLost,Turnovers,Penalties,PenaltyYDs,3rdM,3rdAtt,4thM,4thAtt,TOP,Q1,Q2,Q3,Q4,OT,URL
NYG,,23,27,122,0,28,44,240,3,2,1,11,229,351,1,0,2,2,15,6,14,1,2,31:23,7,7,0,7,,http://www.pro-football-reference.com/boxscores/201611140nyg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
NOR,,28,25,107,0,35,44,285,2,1,3,21,264,371,2,1,2,6,48,4,13,2,2,32:15,3,0,0,17,,http://www.pro-football-reference.com/boxscores/201611170car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
CAR,,17,27,50,1,14,33,192,1,0,2,19,173,223,1,0,0,6,45,7,17,0,0,27:45,3,17,3,0,,http://www.pro-football-reference.com/boxscores/201611170car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
BUF,,20,34,183,1,19,27,166,0,1,2,7,159,342,1,0,1,9,75,3,12,1,1,32:11,7,3,3,3,,http://www.pro-football-reference.com/boxscores/201611200cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
CIN,,23,27,93,1,24,43,207,1,2,1,0,207,300,2,0,2,4,25,8,15,0,0,27:49,6,6,0,0,,http://www.pro-football-reference.com/boxscores/201611200cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
BAL,,17,16,101,1,23,35,269,1,0,1,2,267,368,1,0,0,12,136,3,9,0,0,24:21,7,3,0,7,,http://www.pro-football-reference.com/boxscores/201611200dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
DAL,,27,30,118,0,27,36,301,3,0,1,2,299,417,1,0,0,5,45,7,12,0,0,35:39,0,10,7,10,,http://www.pro-football-reference.com/boxscores/201611200dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
ARI,,24,28,135,1,20,38,198,2,2,4,43,155,290,1,0,2,8,96,4,13,0,1,31:02,7,10,0,7,,http://www.pro-football-reference.com/boxscores/201611200min.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
MIN,,16,24,72,1,20,28,169,1,0,2,24,145,217,1,1,1,10,73,6,13,0,1,28:58,7,13,10,0,,http://www.pro-football-reference.com/boxscores/201611200min.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
TAM,,27,34,116,0,24,39,331,1,0,1,5,326,442,2,1,1,7,42,11,16,0,0,35:18,0,9,3,7,,http://www.pro-football-reference.com/boxscores/201611200kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
KAN,,19,21,82,1,24,31,261,1,1,0,0,261,343,2,1,2,5,30,4,8,0,0,24:42,3,7,0,7,,http://www.pro-football-reference.com/boxscores/201611200kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
CHI,,17,25,93,1,17,30,252,1,1,4,30,222,315,2,0,1,5,40,4,12,0,0,30:29,9,7,0,0,,http://www.pro-football-reference.com/boxscores/201611200nyg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
NYG,,19,29,102,1,21,36,227,2,0,0,0,227,329,2,0,0,4,35,5,14,2,2,29:31,6,3,13,0,,http://www.pro-football-reference.com/boxscores/201611200nyg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
TEN,,20,27,97,0,25,38,290,2,0,5,36,254,351,0,0,0,11,109,5,14,1,3,31:01,0,7,7,3,,http://www.pro-football-reference.com/boxscores/201611200clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
IND,,18,28,76,1,15,28,262,2,1,2,11,251,327,0,0,1,8,70,5,12,1,1,28:59,14,7,0,3,,http://www.pro-football-reference.com/boxscores/201611200clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
JAX,,16,27,83,0,22,35,202,2,2,0,0,202,285,2,1,3,4,25,4,14,0,0,32:55,3,6,10,0,,http://www.pro-football-reference.com/boxscores/201611200det.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
DET,,14,21,14,1,24,33,278,0,0,3,15,263,277,3,2,2,5,32,5,14,0,0,27:05,0,9,7,10,,http://www.pro-football-reference.com/boxscores/201611200det.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
PIT,,24,28,146,1,23,36,167,0,0,0,0,167,313,1,0,0,8,70,5,12,1,1,33:58,3,11,3,7,,http://www.pro-football-reference.com/boxscores/201611200cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
CLE,,17,13,33,0,21,41,246,1,1,8,70,176,209,1,1,2,9,52,4,15,5,5,26:02,0,0,3,6,,http://www.pro-football-reference.com/boxscores/201611200cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
MIA,,17,19,98,0,24,34,172,2,1,4,30,142,240,0,0,1,8,82,1,11,0,0,28:41,0,0,0,14,,http://www.pro-football-reference.com/boxscores/201611200ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
LAR,,12,28,102,1,17,31,134,0,0,1,9,125,227,1,1,1,8,70,2,13,1,1,31:19,7,0,3,0,,http://www.pro-football-reference.com/boxscores/201611200ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
NWE,,28,30,171,0,24,40,280,4,0,1,7,273,444,1,0,0,5,40,8,16,1,1,29:12,6,7,0,17,,http://www.pro-football-reference.com/boxscores/201611200sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
SFO,,20,27,122,0,16,30,206,2,0,5,29,177,299,5,0,0,10,68,5,14,0,0,30:48,3,7,0,7,,http://www.pro-football-reference.com/boxscores/201611200sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
PHI,,20,26,113,0,23,45,218,2,2,2,23,195,308,1,0,2,8,48,6,16,1,3,31:06,0,7,0,8,,http://www.pro-football-reference.com/boxscores/201611200sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
SEA,,18,30,152,1,19,32,287,2,0,1,0,287,439,1,0,0,7,48,5,15,0,0,28:54,6,10,7,3,,http://www.pro-football-reference.com/boxscores/201611200sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
GNB,,19,19,84,0,27,44,360,3,1,2,20,340,424,3,1,2,6,59,7,15,1,2,30:23,0,10,0,14,,http://www.pro-football-reference.com/boxscores/201611200was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
WAS,,21,30,151,3,21,30,375,3,0,2,11,364,515,0,0,0,6,40,9,14,1,1,29:37,7,6,9,20,,http://www.pro-football-reference.com/boxscores/201611200was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
HOU,,22,33,124,1,26,39,243,1,1,2,13,230,354,1,1,2,7,101,8,16,1,2,36:27,3,7,7,3,,http://www.pro-football-reference.com/boxscores/201611210rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
OAK,,16,20,30,0,21,31,295,3,1,0,0,295,325,1,0,1,4,21,4,11,1,2,23:33,0,10,3,14,,http://www.pro-football-reference.com/boxscores/201611210rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
MIN,,17,16,82,1,31,37,224,0,1,0,0,224,306,0,0,1,5,40,2,10,0,1,31:31,7,0,3,3,,http://www.pro-football-reference.com/boxscores/201611240det.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
DET,,18,19,94,0,23,40,232,1,0,2,18,214,308,0,0,0,4,16,6,14,0,2,28:29,7,3,0,6,,http://www.pro-football-reference.com/boxscores/201611240det.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
WAS,,25,19,56,0,41,53,449,3,0,0,0,449,505,1,0,0,3,30,8,15,2,2,33:24,0,6,0,20,,http://www.pro-football-reference.com/boxscores/201611240dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
DAL,,24,30,163,3,17,24,195,1,0,1,5,190,353,0,0,0,3,25,4,8,0,0,26:36,7,10,0,14,,http://www.pro-football-reference.com/boxscores/201611240dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
PIT,,16,29,148,1,14,21,221,3,0,0,0,221,369,0,0,0,7,67,7,11,0,0,28:15,14,7,0,7,,http://www.pro-football-reference.com/boxscores/201611240clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
IND,,18,23,91,0,23,37,240,1,2,3,21,219,310,1,0,2,2,10,8,15,2,4,31:45,0,7,0,0,,http://www.pro-football-reference.com/boxscores/201611240clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
TEN,,18,29,149,1,15,23,226,2,0,0,0,226,375,1,0,0,6,118,5,11,0,0,29:25,7,14,3,3,,http://www.pro-football-reference.com/boxscores/201611270chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
CHI,,25,22,95,0,28,54,316,3,2,0,0,316,411,2,0,2,7,48,9,17,1,3,30:35,7,0,0,14,,http://www.pro-football-reference.com/boxscores/201611270chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
CIN,,22,20,64,0,26,48,283,1,0,3,22,261,325,4,2,2,2,15,5,16,1,1,28:43,0,3,6,5,,http://www.pro-football-reference.com/boxscores/201611270rav.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
BAL,,16,30,92,0,25,36,234,1,1,2,15,219,311,1,0,1,8,69,5,16,1,2,31:17,10,6,0,3,,http://www.pro-football-reference.com/boxscores/201611270rav.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
ARI,,23,14,58,0,25,45,289,2,1,2,15,274,332,1,0,1,8,60,4,11,1,2,25:38,7,6,0,6,,http://www.pro-football-reference.com/boxscores/201611270atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
ATL,,28,30,116,3,26,34,269,2,1,3,25,244,360,0,0,1,4,23,4,9,1,1,34:22,7,10,7,14,,http://www.pro-football-reference.com/boxscores/201611270atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
SFO,,25,25,193,0,29,46,296,3,1,2,14,282,475,1,1,2,7,65,7,14,2,2,29:28,7,0,7,10,,http://www.pro-football-reference.com/boxscores/201611270mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
MIA,,19,26,95,1,20,30,285,3,0,2,22,263,358,2,0,0,4,42,6,12,0,0,30:32,0,14,10,7,,http://www.pro-football-reference.com/boxscores/201611270mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
JAX,,20,37,183,1,13,26,126,2,0,2,8,118,301,2,0,0,6,60,8,15,0,1,33:35,7,0,7,7,,http://www.pro-football-reference.com/boxscores/201611270buf.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
BUF,,15,29,153,3,12,18,166,1,0,5,15,151,304,0,0,0,6,31,5,12,1,1,26:25,0,6,14,8,,http://www.pro-football-reference.com/boxscores/201611270buf.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
LAR,,13,17,69,0,20,32,214,3,1,3,36,178,247,1,1,2,6,62,2,10,0,1,24:04,7,14,0,0,,http://www.pro-football-reference.com/boxscores/201611270nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
NOR,,27,32,209,2,29,37,360,5,0,2,14,346,555,2,1,1,6,45,6,13,2,2,35:56,7,21,14,7,,http://www.pro-football-reference.com/boxscores/201611270nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
SDG,,18,18,67,0,22,30,242,3,1,1,7,235,302,0,0,1,10,78,4,11,0,0,29:59,0,14,0,7,,http://www.pro-football-reference.com/boxscores/201611270htx.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
HOU,,22,27,114,1,22,37,246,0,3,1,7,239,353,2,1,4,9,58,4,11,1,2,30:01,0,7,0,6,,http://www.pro-football-reference.com/boxscores/201611270htx.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
NYG,,13,27,104,0,15,27,194,3,0,1,2,192,296,1,1,1,9,100,4,13,0,0,26:09,0,14,0,13,,http://www.pro-football-reference.com/boxscores/201611270cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
CLE,,21,21,58,0,25,44,322,1,0,7,37,285,343,3,3,3,5,35,3,14,1,2,33:51,0,6,0,7,,http://www.pro-football-reference.com/boxscores/201611270cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
SEA,,16,22,127,0,17,33,151,0,2,6,33,118,245,2,1,3,2,27,1,11,1,1,26:21,0,5,0,0,,http://www.pro-football-reference.com/boxscores/201611270tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
TAM,,19,35,118,0,21,28,220,2,1,0,0,220,338,2,1,2,7,68,4,11,0,0,33:39,14,0,0,0,,http://www.pro-football-reference.com/boxscores/201611270tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
CAR,,19,25,129,3,14,29,246,2,1,2,17,229,358,2,1,2,7,67,3,10,0,1,26:23,7,0,18,7,,http://www.pro-football-reference.com/boxscores/201611270rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
OAK,,22,31,56,1,26,39,315,2,1,1,5,310,366,2,1,2,7,46,8,15,0,0,33:37,7,17,0,11,,http://www.pro-football-reference.com/boxscores/201611270rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
NWE,,26,21,91,0,30,50,286,2,0,0,0,286,377,1,0,0,2,15,4,14,1,1,30:36,0,10,3,9,,http://www.pro-football-reference.com/boxscores/201611270nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
NYJ,,16,23,64,0,22,32,269,2,0,1,0,269,333,3,2,2,6,66,5,11,0,0,29:24,3,7,0,7,,http://www.pro-football-reference.com/boxscores/201611270nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
KAN,,23,26,83,1,26,44,220,1,0,6,30,190,273,0,0,0,9,71,5,17,1,1,37:39,0,9,7,8,30,http://www.pro-football-reference.com/boxscores/201611270den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
DEN,,21,38,124,0,20,34,368,3,0,5,28,340,464,3,1,1,15,97,9,20,1,1,37:19,0,3,7,14,27,http://www.pro-football-reference.com/boxscores/201611270den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
GNB,,25,28,74,1,30,39,313,2,0,0,0,313,387,1,0,0,7,51,10,14,1,1,35:23,7,7,3,10,,http://www.pro-football-reference.com/boxscores/201611280phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
PHI,,20,18,81,1,24,36,254,0,1,4,43,211,292,1,0,1,7,42,5,11,0,1,24:37,7,3,3,0,,http://www.pro-football-reference.com/boxscores/201611280phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
DAL,,13,28,140,1,12,18,139,1,0,3,15,124,264,4,2,2,10,78,1,9,0,0,26:43,0,7,0,10,,http://www.pro-football-reference.com/boxscores/201612010min.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
MIN,,21,19,87,0,33,47,253,1,0,3,22,231,318,3,1,1,8,57,6,16,0,0,33:17,3,0,3,9,,http://www.pro-football-reference.com/boxscores/201612010min.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
KAN,,17,22,123,2,21,25,270,1,0,1,4,266,389,1,1,1,13,128,3,10,2,2,28:08,6,14,7,2,,http://www.pro-football-reference.com/boxscores/201612040atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
ATL,,32,30,128,2,22,34,297,1,1,2,7,290,418,0,0,1,5,30,6,10,0,1,31:52,10,6,0,12,,http://www.pro-football-reference.com/boxscores/201612040atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
DET,,24,23,85,0,30,42,341,2,0,2,4,337,422,0,0,0,6,39,5,12,0,0,36:52,3,10,6,9,,http://www.pro-football-reference.com/boxscores/201612040nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
NOR,,20,12,50,1,31,44,326,0,3,1,7,319,369,1,0,3,10,83,6,13,0,0,23:08,0,6,0,7,,http://www.pro-football-reference.com/boxscores/201612040nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
DEN,,10,28,104,1,12,24,104,0,0,2,2,102,206,0,0,0,4,32,1,13,0,0,25:26,0,10,7,3,,http://www.pro-football-reference.com/boxscores/201612040jax.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
JAX,,19,38,154,1,19,42,181,0,2,1,2,179,333,1,1,3,6,65,6,18,1,2,34:34,0,3,0,7,,http://www.pro-football-reference.com/boxscores/201612040jax.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
LAR,,7,13,36,0,14,32,161,1,2,4,35,126,162,0,0,2,4,30,1,12,1,1,22:03,0,0,3,7,,http://www.pro-football-reference.com/boxscores/201612040nwe.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
NWE,,20,29,133,1,33,46,269,1,0,0,0,269,402,1,0,0,8,46,4,16,2,2,37:57,7,10,6,3,,http://www.pro-football-reference.com/boxscores/201612040nwe.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
SFO,,10,34,141,0,5,15,39,0,0,6,33,6,147,1,0,0,11,106,4,14,0,0,28:42,0,6,0,0,,http://www.pro-football-reference.com/boxscores/201612040chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
CHI,,19,40,142,3,11,18,192,0,0,1,8,184,326,2,1,1,5,40,6,14,0,0,31:18,0,7,14,5,,http://www.pro-football-reference.com/boxscores/201612040chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
PHI,,22,19,53,1,36,60,308,1,3,1,2,306,359,0,0,3,10,88,8,17,3,5,31:58,0,0,7,7,,http://www.pro-football-reference.com/boxscores/201612040cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
CIN,,21,33,80,1,23,31,332,2,0,0,0,332,412,2,2,2,3,23,7,14,0,0,28:02,10,9,10,3,,http://www.pro-football-reference.com/boxscores/201612040cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
HOU,,17,27,123,0,22,35,202,2,0,2,18,184,307,1,1,1,3,12,6,15,1,2,31:31,0,0,7,6,,http://www.pro-football-reference.com/boxscores/201612040gnb.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
GNB,,16,26,109,1,20,30,209,2,0,1,9,200,309,1,1,1,4,30,4,12,1,2,28:29,0,7,0,14,,http://www.pro-football-reference.com/boxscores/201612040gnb.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
MIA,,16,16,62,0,29,40,226,1,3,2,11,215,277,2,0,3,7,57,4,13,0,0,30:46,0,0,0,6,,http://www.pro-football-reference.com/boxscores/201612040rav.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
BAL,,28,20,110,1,37,50,386,4,1,0,0,386,496,1,1,2,7,68,5,11,2,2,29:14,14,10,0,14,,http://www.pro-football-reference.com/boxscores/201612040rav.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
BUF,,24,30,212,3,18,35,191,0,1,4,21,170,382,1,1,2,8,73,9,15,0,0,30:15,3,7,14,0,,http://www.pro-football-reference.com/boxscores/201612040rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
OAK,,24,32,139,2,19,35,260,2,0,0,0,260,399,0,0,0,7,65,5,13,0,0,29:45,3,6,14,15,,http://www.pro-football-reference.com/boxscores/201612040rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
WAS,,19,18,87,1,21,37,271,1,1,2,25,246,333,2,1,2,7,35,5,11,0,0,26:14,0,6,14,3,,http://www.pro-football-reference.com/boxscores/201612040crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
ARI,,24,24,88,1,30,46,300,3,0,2,19,281,369,1,0,0,6,51,10,16,1,1,33:46,7,3,7,14,,http://www.pro-football-reference.com/boxscores/201612040crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
NYG,,16,14,56,0,24,39,195,2,2,2,17,178,234,0,0,2,4,24,4,11,0,3,25:52,0,0,7,7,,http://www.pro-football-reference.com/boxscores/201612040pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
PIT,,20,30,117,0,24,37,289,2,1,2,17,272,389,1,1,2,12,115,7,15,1,1,34:08,5,9,7,3,,http://www.pro-football-reference.com/boxscores/201612040pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
TAM,,20,30,81,1,20,30,280,1,1,1,12,268,349,0,0,1,6,35,5,13,1,1,31:41,7,0,10,11,,http://www.pro-football-reference.com/boxscores/201612040sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
SDG,,18,25,119,1,15,26,225,2,2,2,14,211,330,0,0,2,6,45,4,8,0,0,28:19,7,7,7,0,,http://www.pro-football-reference.com/boxscores/201612040sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
CAR,,14,21,89,0,14,33,182,1,1,0,0,182,271,1,1,2,6,63,5,12,0,1,25:59,0,7,0,0,,http://www.pro-football-reference.com/boxscores/201612040sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
SEA,,29,29,240,3,28,39,315,1,1,3,21,294,534,1,0,1,6,37,7,14,0,1,34:01,10,13,7,10,,http://www.pro-football-reference.com/boxscores/201612040sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
IND,,27,40,139,1,23,29,289,4,0,1,7,282,421,2,1,1,3,28,7,13,0,1,38:24,14,10,10,7,,http://www.pro-football-reference.com/boxscores/201612050nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
NYJ,,13,14,36,0,16,37,216,1,3,1,2,214,250,1,0,3,6,90,3,11,1,2,21:36,0,3,0,7,,http://www.pro-football-reference.com/boxscores/201612050nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
OAK,,18,31,135,1,17,41,117,0,0,1,8,109,244,1,0,0,10,82,5,18,1,3,31:45,3,7,3,0,,http://www.pro-football-reference.com/boxscores/201612080kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
KAN,,14,27,65,1,17,26,264,1,1,1,6,258,323,2,2,3,9,73,5,11,0,1,28:15,0,21,0,0,,http://www.pro-football-reference.com/boxscores/201612080kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
CIN,,21,38,213,1,20,28,180,2,0,4,33,147,360,1,0,0,6,43,8,15,0,0,34:53,13,7,0,3,,http://www.pro-football-reference.com/boxscores/201612110cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
CLE,,13,22,169,1,12,28,104,0,1,3,19,85,254,0,0,1,5,34,6,14,1,1,25:07,0,0,7,3,,http://www.pro-football-reference.com/boxscores/201612110cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
WAS,,16,23,107,2,14,21,234,2,1,2,7,227,334,0,0,1,5,86,2,7,1,1,23:22,0,7,14,6,,http://www.pro-football-reference.com/boxscores/201612110phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
PHI,,24,26,95,0,32,46,314,1,1,4,26,288,383,3,1,2,5,54,9,18,2,3,36:38,3,10,0,9,,http://www.pro-football-reference.com/boxscores/201612110phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
DEN,,19,9,18,0,36,52,350,1,0,3,20,330,348,2,2,2,9,87,3,11,1,2,27:33,0,0,0,10,,http://www.pro-football-reference.com/boxscores/201612110oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
TEN,,16,42,180,1,6,21,88,0,0,2,15,73,253,1,0,0,5,55,6,16,0,0,32:27,10,3,0,0,,http://www.pro-football-reference.com/boxscores/201612110oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
HOU,,20,41,185,1,14,24,147,0,1,2,16,131,316,1,0,1,7,124,5,14,0,0,36:05,3,10,3,6,,http://www.pro-football-reference.com/boxscores/201612110clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
IND,,21,15,83,0,24,45,276,2,2,1,11,265,348,1,1,3,9,59,5,12,0,1,23:55,3,0,7,7,,http://www.pro-football-reference.com/boxscores/201612110clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
CHI,,16,17,92,0,20,32,212,1,0,1,8,204,296,0,0,0,11,139,4,10,0,1,25:43,3,0,7,7,,http://www.pro-football-reference.com/boxscores/201612110det.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
DET,,25,28,114,1,21,35,223,1,2,3,14,209,323,0,0,2,7,55,6,12,0,0,34:17,0,10,3,7,,http://www.pro-football-reference.com/boxscores/201612110det.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
MIN,,22,29,85,1,24,34,292,1,0,0,0,292,377,2,1,1,7,93,3,11,0,1,30:56,6,3,3,13,,http://www.pro-football-reference.com/boxscores/201612110jax.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
JAX,,18,24,85,0,23,37,257,1,0,4,27,230,315,0,0,0,14,114,7,16,1,1,29:04,0,9,7,0,,http://www.pro-football-reference.com/boxscores/201612110jax.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
SDG,,17,20,58,0,21,39,236,2,3,5,16,220,278,2,2,5,7,32,5,13,0,1,27:23,0,7,9,0,,http://www.pro-football-reference.com/boxscores/201612110car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
CAR,,17,38,126,1,10,27,160,1,1,2,14,146,272,0,0,1,5,35,5,15,1,1,32:37,10,13,3,2,,http://www.pro-football-reference.com/boxscores/201612110car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
PIT,,24,42,240,3,17,31,220,0,3,0,0,220,460,0,0,3,6,45,6,14,1,1,38:41,7,7,7,6,,http://www.pro-football-reference.com/boxscores/201612110buf.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
BUF,,14,18,67,1,15,25,228,2,1,5,20,208,275,0,0,1,7,46,3,9,0,0,21:19,0,7,0,13,,http://www.pro-football-reference.com/boxscores/201612110buf.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
ARI,,21,27,175,1,18,33,145,2,2,3,20,125,300,4,2,4,7,54,4,13,0,0,29:56,6,3,0,14,,http://www.pro-football-reference.com/boxscores/201612110mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
MIA,,15,31,83,0,18,25,242,3,1,1,11,231,314,5,2,3,14,118,4,13,0,0,30:04,7,7,7,5,,http://www.pro-football-reference.com/boxscores/201612110mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
NYJ,,24,40,188,2,23,35,257,0,1,6,41,216,404,0,0,1,9,56,8,18,1,1,41:55,0,3,3,11,23,http://www.pro-football-reference.com/boxscores/201612110sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
SFO,,17,27,248,1,15,26,133,1,0,2,17,116,364,0,0,0,3,25,2,12,0,1,24:30,14,3,0,0,17,http://www.pro-football-reference.com/boxscores/201612110sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
NOR,,14,16,46,0,25,41,257,0,3,1,9,248,294,0,0,3,13,104,4,13,1,2,26:45,0,8,3,0,,http://www.pro-football-reference.com/boxscores/201612110tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
TAM,,21,35,104,1,16,26,184,0,0,2,18,166,270,0,0,0,7,65,6,13,0,0,33:15,3,10,0,3,,http://www.pro-football-reference.com/boxscores/201612110tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
