Player,Tm,Int,Yds,TD,Lng,Sk,Tkl,Ast,FR,Yds,TD,FF,
Bruce Irvin,OAK,0,0,0,0,2,5,1,0,0,0,1,http://www.pro-football-reference.com/boxscores/201612180sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Darius Latham,OAK,0,0,0,0,0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Khalil Mack,OAK,0,0,0,0,0,2,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Reggie Nelson,OAK,1,15,0,15,0,2,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Perry Riley,OAK,0,0,0,0,0,5,0,0,0,0,1,http://www.pro-football-reference.com/boxscores/201612180sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Malcolm Smith,OAK,0,0,0,0,0,4,1,1,1,0,0,http://www.pro-football-reference.com/boxscores/201612180sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Sean Smith,OAK,0,0,0,0,0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jihad Ward,OAK,0,0,0,0,0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dan Williams,OAK,0,0,0,0,0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jahleel Addae,SDG,0,0,0,0,0,8,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Joey Bosa,SDG,0,0,0,0,1,3,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jatavis Brown,SDG,0,0,0,0,0,5,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ryan Carrethers,SDG,0,0,0,0,0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kyle Emanuel,SDG,0,0,0,0,0,3,0,1,0,0,0,http://www.pro-football-reference.com/boxscores/201612180sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Casey Hayward,SDG,0,0,0,0,0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Melvin Ingram,SDG,0,0,0,0,1,5,1,0,0,0,2,http://www.pro-football-reference.com/boxscores/201612180sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Chris Landrum,SDG,0,0,0,0,0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dwight Lowery,SDG,0,0,0,0,0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Denzel Perryman,SDG,0,0,0,0,0,3,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Adrian Phillips,SDG,0,0,0,0,0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Trovon Reed,SDG,1,3,0,3,0,4,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Damion Square,SDG,0,0,0,0,0,2,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Korey Toomer,SDG,0,0,0,0,0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Trevor Williams,SDG,0,0,0,0,0,5,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kwon Alexander,TAM,0,0,0,0,0,11,10,0,0,0,1,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Robert Ayers,TAM,0,0,0,0,0,2,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Lavonte David,TAM,0,0,0,0,1,5,4,1,0,0,0,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Javien Elliott,TAM,0,0,0,0,0,2,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
William Gholston,TAM,0,0,0,0,1,2,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brent Grimes,TAM,0,0,0,0,0,5,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Vernon Hargreaves,TAM,0,0,0,0,0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Bradley McDougald,TAM,0,0,0,0,0,5,3,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Sealver Siliga,TAM,0,0,0,0,1,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Daryl Smith,TAM,0,0,0,0,0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Keith Tandy,TAM,0,0,0,0,0,9,5,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Leonard Wester,TAM,0,0,0,0,0,0,0,1,0,0,0,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Anthony Brown,DAL,0,0,0,0,0,1,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brandon Carr,DAL,0,0,0,0,0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Barry Church,DAL,0,0,0,0,0,5,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Maliek Collins,DAL,0,0,0,0,1,1,0,1,0,0,1,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tyrone Crawford,DAL,0,0,0,0,0,0,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ryan Davis,DAL,0,0,0,0,0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Justin Durant,DAL,0,0,0,0,0,2,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jeff Heath,DAL,1,19,0,19,0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Anthony Hitchens,DAL,0,0,0,0,0,0,3,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
David Irving,DAL,0,0,0,0,1.5,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Byron Jones,DAL,1,7,0,7,0,4,3,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ronald Leary,DAL,0,0,0,0,0,0,0,1,0,0,0,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Sean Lee,DAL,0,0,0,0,0,7,3,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Benson Mayowa,DAL,0,0,0,0,0.5,3,3,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Terrell McClain,DAL,0,0,0,0,1,1,1,0,0,0,1,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Orlando Scandrick,DAL,1,0,0,0,0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Damien Wilson,DAL,0,0,0,0,0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Mario Addison,CAR,0,0,0,0,0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tre Boston,CAR,0,0,0,0,0,3,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
James Bradberry,CAR,0,0,0,0,0,2,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Vernon Butler,CAR,0,0,0,0,0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kurt Coleman,CAR,1,37,0,37,0,7,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Thomas Davis,CAR,0,0,0,0,0,6,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ryan Delaire,CAR,0,0,0,0,0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Wes Horton,CAR,0,0,0,0,1,1,0,1,4,0,1,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Leonard Johnson,CAR,0,0,0,0,0,2,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
A.J. Klein,CAR,0,0,0,0,0,2,3,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Star Lotulelei,CAR,0,0,0,0,0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kyle Love,CAR,0,0,0,0,0,1,0,1,0,0,1,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kawann Short,CAR,0,0,0,0,0,3,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jonathan Stewart,CAR,0,0,0,0,0,0,0,1,0,0,0,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Shaq Thompson,CAR,0,0,0,0,0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Daryl Worley,CAR,0,0,0,0,0,4,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Chris Baker,WAS,0,0,0,0,1,5,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Bashaud Breeland,WAS,0,0,0,0,0,3,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Quinton Dunbar,WAS,0,0,0,0,1,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Deshazor Everett,WAS,0,0,0,0,0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Mason Foster,WAS,0,0,0,0,0,7,6,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kendall Fuller,WAS,0,0,0,0,0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Evander Hood,WAS,0,0,0,0,0,0,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Duke Ihenacho,WAS,0,0,0,0,0,1,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Matthew Ioannidis,WAS,0,0,0,0,0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ricky Jean-Francois,WAS,0,0,0,0,0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Cullen Jenkins,WAS,0,0,0,0,0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ryan Kerrigan,WAS,0,0,0,0,0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Trent Murphy,WAS,0,0,0,0,0,2,3,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Josh Norman,WAS,0,0,0,0,0,5,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Preston Smith,WAS,0,0,0,0,0,1,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Martrell Spaight,WAS,0,0,0,0,0,9,4,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Greg Toler,WAS,0,0,0,0,0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Donte Whitner,WAS,0,0,0,0,0,4,2,0,0,0,1,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Eli Apple,NYG,0,0,0,0,0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jonathan Casillas,NYG,0,0,0,0,0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Landon Collins,NYG,0,0,0,0,0,9,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Johnathan Hankins,NYG,0,0,0,0,0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Damon Harrison,NYG,0,0,0,0,0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Devon Kennard,NYG,0,0,0,0,0,3,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Romeo Okwara,NYG,0,0,0,0,0,2,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Bobby Rainey,NYG,0,0,0,0,0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Keenan Robinson,NYG,0,0,0,0,0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dominique Rodgers-Cromartie,NYG,1,0,0,0,0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Coty Sensabaugh,NYG,0,0,0,0,0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kelvin Sheppard,NYG,0,0,0,0,0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Olivier Vernon,NYG,0,0,0,0,0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Trevin Wade,NYG,0,0,0,0,0,3,0,1,0,0,0,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kerry Wynn,NYG,0,0,0,0,0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Beau Allen,PHI,0,0,0,0,0,2,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Connor Barwin,PHI,0,0,0,0,0,4,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Nigel Bradham,PHI,0,0,0,0,0,9,3,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Terrence Brooks,PHI,1,6,0,6,0,0,0,0,0,0,1,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Nolan Carroll,PHI,0,0,0,0,0,6,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Fletcher Cox,PHI,0,0,0,0,0,1,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Vinny Curry,PHI,0,0,0,0,0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brandon Graham,PHI,0,0,0,0,0,2,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jordan Hicks,PHI,0,0,0,0,0,4,3,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Malcolm Jenkins,PHI,2,34,1,34,0,5,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Mychal Kendricks,PHI,0,0,0,0,0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Bennie Logan,PHI,0,0,0,0,0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Leodis McKelvin,PHI,0,0,0,0,0,5,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Rodney McLeod,PHI,0,0,0,0,0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jalen Mills,PHI,0,0,0,0,0,5,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Destiny Vaeao,PHI,0,0,0,0,0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jaylen Watkins,PHI,0,0,0,0,0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Chris Baker,WAS,0,0,0,0,0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Will Blackmon,WAS,1,79,0,79,0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Bashaud Breeland,WAS,2,6,0,6,0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
William Compton,WAS,0,0,0,0,0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Deshazor Everett,WAS,0,0,0,0,0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Mason Foster,WAS,0,0,0,0,0,7,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kendall Fuller,WAS,0,0,0,0,0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Terence Garvin,WAS,0,0,0,0,0,5,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Evander Hood,WAS,0,0,0,0,0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Duke Ihenacho,WAS,0,0,0,0,0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Cullen Jenkins,WAS,0,0,0,0,0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Trent Murphy,WAS,0,0,0,0,0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Josh Norman,WAS,2,37,0,35,0,4,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dashaun Phillips,WAS,0,0,0,0,0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Preston Smith,WAS,0,0,0,0,1,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Martrell Spaight,WAS,0,0,0,0,0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Greg Toler,WAS,0,0,0,0,0,3,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Lynden Trail,WAS,0,0,0,0,0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Donte Whitner,WAS,0,0,0,0,0,4,3,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Sam Acho,CHI,0,0,0,0,0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Adrian Amos,CHI,0,0,0,0,0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Johnthan Banks,CHI,0,0,0,0,0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jonathan Bullard,CHI,0,0,0,0,0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Deon Bush,CHI,0,0,0,0,0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Leonard Floyd,CHI,0,0,0,0,0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jerrell Freeman,CHI,0,0,0,0,0,8,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Deiondre' Hall,CHI,0,0,0,0,0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Akiem Hicks,CHI,0,0,0,0,0,5,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Harold Jones-Quartey,CHI,0,0,0,0,0,6,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Nick Kwiatkoski,CHI,0,0,0,0,0,6,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Pernell McPhee,CHI,0,0,0,0,0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
