Player,Tm,Int,Yds,TD,Lng,Sk,Tkl,Ast,FR,Yds,TD,FF,
Darrelle Revis,NYJ,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Sheldon Richardson,NYJ,0,0,0,0,1.0,6,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Buster Skrine,NYJ,1,51,0,51,0.0,5,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Julian Stanford,NYJ,0,0,0,0,0.0,6,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Leonard Williams,NYJ,0,0,0,0,1.0,2,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Marcus Williams,NYJ,0,0,0,0,0.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jude Adjei-Barimah,TAM,0,0,0,0,1.0,6,0,0,0,0,1,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kwon Alexander,TAM,0,0,0,0,0.0,7,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Chris Conte,TAM,0,0,0,0,0.0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Lavonte David,TAM,0,0,0,0,0.0,7,1,0,0,0,1,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
William Gholston,TAM,0,0,0,0,1.0,5,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brent Grimes,TAM,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Vernon Hargreaves,TAM,0,0,0,0,0.0,4,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
John Hughes,TAM,0,0,0,0,0.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Adam Humphries,TAM,0,0,0,0,0.0,0,0,2,0,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Gerald McCoy,TAM,0,0,0,0,1.0,2,1,1,0,0,1,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Bradley McDougald,TAM,1,0,0,0,0.0,6,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Daryl Smith,TAM,0,0,0,0,0.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Noah Spence,TAM,0,0,0,0,1.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Keith Tandy,TAM,0,0,0,0,0.0,0,0,1,0,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Arik Armstead,SFO,0,0,0,0,0.5,3,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Zane Beadles,SFO,0,0,0,0,0.0,0,0,1,0,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Nick Bellore,SFO,0,0,0,0,0.0,3,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Antoine Bethea,SFO,0,0,0,0,0.0,8,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ronald Blair,SFO,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tramaine Brock,SFO,0,0,0,0,0.0,5,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ahmad Brooks,SFO,0,0,0,0,0.5,3,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
DeForest Buckner,SFO,0,0,0,0,0.0,4,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Quinton Dial,SFO,0,0,0,0,0.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Joshua Garnett,SFO,0,0,0,0,0.0,0,0,1,0,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Eli Harold,SFO,0,0,0,0,0.0,4,3,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Gerald Hodges,SFO,1,21,0,21,0.0,6,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Aaron Lynch,SFO,0,0,0,0,1.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Mike Purcell,SFO,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Eric Reid,SFO,0,0,0,0,0.0,4,3,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Rashard Robinson,SFO,0,0,0,0,0.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jaquiski Tartt,SFO,0,0,0,0,0.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jimmie Ward,SFO,0,0,0,0,0.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Michael Wilhoite,SFO,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Joey Bosa,SDG,0,0,0,0,2.0,4,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jatavis Brown,SDG,0,0,0,0,0.0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kyle Emanuel,SDG,0,0,0,0,0.0,2,3,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Casey Hayward,SDG,0,0,0,0,0.0,6,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Melvin Ingram,SDG,0,0,0,0,1.0,6,3,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dwight Lowery,SDG,0,0,0,0,0.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Craig Mager,SDG,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dexter McCoil,SDG,0,0,0,0,0.0,4,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brandon Mebane,SDG,0,0,0,0,0.0,3,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tenny Palepoi,SDG,0,0,0,0,0.0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Denzel Perryman,SDG,1,1,0,1,0.0,6,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Damion Square,SDG,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Korey Toomer,SDG,0,0,0,0,0.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Steve Williams,SDG,0,0,0,0,0.0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Trevor Williams,SDG,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Robert Alford,ATL,0,0,0,0,0.0,4,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ricardo Allen,ATL,0,0,0,0,0.0,7,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Vic Beasley,ATL,0,0,0,0,2.0,2,1,0,0,0,1,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
De'Vondre Campbell,ATL,0,0,0,0,0.0,6,4,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Adrian Clayborn,ATL,0,0,0,0,1.0,3,0,1,5,1,0,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dwight Freeney,ATL,0,0,0,0,0.0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Grady Jarrett,ATL,0,0,0,0,0.0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Deion Jones,ATL,1,42,0,42,0.0,5,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Keanu Neal,ATL,0,0,0,0,0.0,7,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brian Poole,ATL,0,0,0,0,0.0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brooks Reed,ATL,0,0,0,0,1.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Desmond Trufant,ATL,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Courtney Upshaw,ATL,0,0,0,0,0.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Philip Wheeler,ATL,0,0,0,0,0.0,4,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Alan Branch,NWE,0,0,0,0,0.0,2,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Malcom Brown,NWE,0,0,0,0,0.0,5,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Malcolm Butler,NWE,1,0,0,0,0.0,3,3,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Patrick Chung,NWE,0,0,0,0,0.0,6,4,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Justin Coleman,NWE,0,0,0,0,0.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jamie Collins,NWE,0,0,0,0,0.0,8,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Duron Harmon,NWE,0,0,0,0,0.0,0,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dont'a Hightower,NWE,0,0,0,0,0.0,3,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Anthony Johnson,NWE,0,0,0,0,0.0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Chris Long,NWE,0,0,0,0,0.0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Devin McCourty,NWE,0,0,0,0,0.0,3,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Rob Ninkovich,NWE,0,0,0,0,0.0,2,2,0,0,0,1,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Elandon Roberts,NWE,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Eric Rowe,NWE,0,0,0,0,0.0,5,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Logan Ryan,NWE,0,0,0,0,0.0,3,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Le'Veon Bell,PIT,0,0,0,0,0.0,0,0,1,0,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Artie Burns,PIT,0,0,0,0,0.0,4,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Anthony Chickillo,PIT,0,0,0,0,0.0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ross Cockrell,PIT,0,0,0,0,0.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
William Gay,PIT,0,0,0,0,0.0,4,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Robert Golden,PIT,0,0,0,0,0.0,2,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Javon Hargrave,PIT,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
James Harrison,PIT,0,0,0,0,0.0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Steven Johnson,PIT,0,0,0,0,0.0,0,0,0,0,0,1,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jarvis Jones,PIT,0,0,0,0,0.0,5,2,1,0,0,1,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ricardo Mathews,PIT,0,0,0,0,0.0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Michael Mitchell,PIT,0,0,0,0,0.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Arthur Moats,PIT,0,0,0,0,0.0,0,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ryan Shazier,PIT,0,0,0,0,0.0,0,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Lawrence Timmons,PIT,0,0,0,0,0.0,11,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Stephon Tuitt,PIT,0,0,0,0,0.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Greg Warren,PIT,0,0,0,0,0.0,0,0,1,0,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Vince Williams,PIT,0,0,0,0,0.0,3,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Cliff Avril,SEA,0,0,0,0,2.5,3,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Michael Bennett,SEA,0,0,0,0,0.0,2,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Frank Clark,SEA,0,0,0,0,1.5,4,1,0,0,0,1,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brock Coyle,SEA,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Mark Glowinski,SEA,0,0,0,0,0.0,0,0,1,0,0,0,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jeremy Lane,SEA,0,0,0,0,0.0,6,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Cassius Marsh,SEA,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kelcie McCray,SEA,0,0,0,0,0.0,5,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tony McDaniel,SEA,0,0,0,0,0.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jarran Reed,SEA,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ahtyba Rubin,SEA,0,0,0,0,0.0,6,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
DeShawn Shead,SEA,0,0,0,0,0.0,8,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Richard Sherman,SEA,0,0,0,0,0.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Sealver Siliga,SEA,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Earl Thomas,SEA,0,0,0,0,0.0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Bobby Wagner,SEA,0,0,0,0,0.0,12,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Russell Wilson,SEA,0,0,0,0,0.0,0,0,1,0,0,0,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
K.J. Wright,SEA,0,0,0,0,0.0,10,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Deone Bucannon,ARI,0,0,0,0,0.0,11,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Calais Campbell,ARI,0,0,0,0,0.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Marcus Cooper,ARI,0,0,0,0,0.0,8,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Markus Golden,ARI,0,0,0,0,0.0,2,0,0,0,0,1,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Rodney Gunter,ARI,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tony Jefferson,ARI,0,0,0,0,0.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Chandler Jones,ARI,0,0,0,0,1.0,3,0,0,0,0,1,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tyrann Mathieu,ARI,0,0,0,0,0.0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Josh Mauro,ARI,0,0,0,0,0.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kevin Minter,ARI,0,0,0,0,0.0,6,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Alex Okafor,ARI,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Patrick Peterson,ARI,0,0,0,0,0.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
D.J. Swearinger,ARI,0,0,0,0,0.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Earl Watford,ARI,0,0,0,0,0.0,0,0,1,0,0,0,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
A.J. Bouye,HOU,0,0,0,0,0.0,9,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610240den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jadeveon Clowney,HOU,0,0,0,0,0.0,3,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610240den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Christian Covington,HOU,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610240den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brian Cushing,HOU,0,0,0,0,0.0,3,3,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610240den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brandon Dunn,HOU,0,0,0,0,0.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610240den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Andre Hal,HOU,0,0,0,0,0.0,2,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610240den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kareem Jackson,HOU,0,0,0,0,0.0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610240den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Charles James,HOU,0,0,0,0,0.0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610240den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Johnathan Joseph,HOU,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610240den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Benardrick McKinney,HOU,0,0,0,0,0.0,7,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610240den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Whitney Mercilus,HOU,0,0,0,0,0.0,2,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610240den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Corey Moore,HOU,0,0,0,0,0.0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610240den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brock Osweiler,HOU,0,0,0,0,0.0,0,0,2,-5,0,0,http://www.pro-football-reference.com/boxscores/201610240den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Eddie Pleasant,HOU,0,0,0,0,0.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201610240den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
